criminal_id,name,age,gender,aadhaar,phone,address,district,previous_firs,arrest_history,status
CR0274,Person274,20,Male,XXXX XXXX 1274,9665523113,House 274,Medchal-Malkajgiri,3,Yes,Released
CR0275,Person275,36,Male,XXXX XXXX 1275,9885792627,House 275,Hyderabad,0,Yes,Released
CR0276,Person276,59,Male,XXXX XXXX 1276,9741600782,House 276,Hyderabad,5,Yes,Released
CR0277,Person277,50,Female,XXXX XXXX 1277,9598058356,House 277,Medchal-Malkajgiri,1,Yes,Released
CR0278,Person278,26,Female,XXXX XXXX 1278,9291528640,House 278,Karimnagar,0,No,Active
CR0279,Person279,60,Female,XXXX XXXX 1279,9104185282,House 279,Medchal-Malkajgiri,2,Yes,Released
CR0280,Person280,52,Female,XXXX XXXX 1280,9237521058,House 280,Karimnagar,0,No,Active
CR0281,Person281,58,Male,XXXX XXXX 1281,9812764578,House 281,Warangal,5,No,Released
CR0282,Person282,43,Male,XXXX XXXX 1282,9839528978,House 282,Warangal,3,No,Released
CR0283,Person283,45,Male,XXXX XXXX 1283,9811226836,House 283,Hyderabad,3,Yes,Released
CR0284,Person284,46,Male,XXXX XXXX 1284,9313709954,House 284,Hyderabad,2,Yes,Active
CR0285,Person285,47,Male,XXXX XXXX 1285,9908685611,House 285,Karimnagar,3,Yes,Released
CR0286,Person286,56,Female,XXXX XXXX 1286,9739449540,House 286,Karimnagar,5,Yes,Active
CR0287,Person287,54,Female,XXXX XXXX 1287,9067231593,House 287,Rangareddy,1,No,Active
CR0288,Person288,45,Female,XXXX XXXX 1288,9573547621,House 288,Hyderabad,4,No,Active
CR0289,Person289,34,Male,XXXX XXXX 1289,9093651803,House 289,Hyderabad,0,Yes,Active
CR0290,Person290,30,Male,XXXX XXXX 1290,9068440107,House 290,Karimnagar,3,No,Active
CR0291,Person291,36,Female,XXXX XXXX 1291,9655367702,House 291,Rangareddy,0,Yes,Active
CR0292,Person292,41,Female,XXXX XXXX 1292,9364362902,House 292,Karimnagar,2,No,Released
CR0293,Person293,27,Male,XXXX XXXX 1293,9516284528,House 293,Rangareddy,1,Yes,Released
CR0294,Person294,47,Female,XXXX XXXX 1294,9678634722,House 294,Rangareddy,5,Yes,Active
CR0295,Person295,25,Male,XXXX XXXX 1295,9469774408,House 295,Karimnagar,2,No,Released
CR0296,Person296,27,Female,XXXX XXXX 1296,9232922619,House 296,Karimnagar,4,Yes,Released
CR0297,Person297,51,Female,XXXX XXXX 1297,9447275906,House 297,Karimnagar,0,No,Released
CR0298,Person298,21,Male,XXXX XXXX 1298,9870182018,House 298,Rangareddy,0,No,Released
CR0299,Person299,28,Male,XXXX XXXX 1299,9696102031,House 299,Medchal-Malkajgiri,5,Yes,Active
CR0300,Person300,26,Female,XXXX XXXX 1300,9668279220,House 300,Medchal-Malkajgiri,5,No,Released
CR0301,Person301,54,Male,XXXX XXXX 1301,9692863926,House 301,Medchal-Malkajgiri,1,Yes,Active
CR0302,Person302,57,Female,XXXX XXXX 1302,9659686519,House 302,Hyderabad,2,Yes,Released
CR0303,Person303,31,Male,XXXX XXXX 1303,9240074347,House 303,Rangareddy,1,Yes,Active
CR0304,Person304,34,Female,XXXX XXXX 1304,9056070435,House 304,Hyderabad,5,No,Active
CR0305,Person305,46,Female,XXXX XXXX 1305,9354559762,House 305,Rangareddy,5,No,Released
CR0306,Person306,59,Female,XXXX XXXX 1306,9780371522,House 306,Hyderabad,0,Yes,Released
CR0307,Person307,42,Male,XXXX XXXX 1307,9767806892,House 307,Medchal-Malkajgiri,1,Yes,Active
CR0308,Person308,59,Female,XXXX XXXX 1308,9138439584,House 308,Karimnagar,5,Yes,Active
CR0309,Person309,48,Female,XXXX XXXX 1309,9979982449,House 309,Karimnagar,1,No,Active
CR0310,Person310,49,Male,XXXX XXXX 1310,9030086575,House 310,Karimnagar,5,No,Active
CR0311,Person311,46,Female,XXXX XXXX 1311,9346785704,House 311,Rangareddy,3,Yes,Released
CR0312,Person312,39,Male,XXXX XXXX 1312,9928317982,House 312,Warangal,5,No,Released
CR0313,Person313,25,Male,XXXX XXXX 1313,9759726938,House 313,Rangareddy,3,No,Active
CR0314,Person314,21,Female,XXXX XXXX 1314,9695739963,House 314,Karimnagar,4,No,Released
CR0315,Person315,38,Female,XXXX XXXX 1315,9545094858,House 315,Medchal-Malkajgiri,0,No,Active
CR0316,Person316,51,Female,XXXX XXXX 1316,9006694952,House 316,Warangal,3,Yes,Active
CR0317,Person317,43,Female,XXXX XXXX 1317,9470773477,House 317,Hyderabad,2,Yes,Active
CR0318,Person318,42,Female,XXXX XXXX 1318,9025912166,House 318,Hyderabad,3,No,Released
CR0319,Person319,44,Female,XXXX XXXX 1319,9989561329,House 319,Karimnagar,5,Yes,Active
CR0320,Person320,39,Male,XXXX XXXX 1320,9369439896,House 320,Warangal,2,Yes,Active
CR0321,Person321,20,Female,XXXX XXXX 1321,9149385861,House 321,Medchal-Malkajgiri,5,Yes,Active
CR0322,Person322,47,Female,XXXX XXXX 1322,9028502197,House 322,Rangareddy,3,Yes,Active
CR0323,Person323,45,Male,XXXX XXXX 1323,9617248307,House 323,Rangareddy,1,No,Active
CR0324,Person324,45,Male,XXXX XXXX 1324,9512081462,House 324,Rangareddy,2,No,Active
CR0325,Person325,35,Female,XXXX XXXX 1325,9950138204,House 325,Karimnagar,0,Yes,Released
CR0326,Person326,55,Female,XXXX XXXX 1326,9537859898,House 326,Hyderabad,2,Yes,Released
CR0327,Person327,32,Male,XXXX XXXX 1327,9763748386,House 327,Hyderabad,0,Yes,Active
CR0328,Person328,26,Female,XXXX XXXX 1328,9755616039,House 328,Karimnagar,3,No,Active
CR0329,Person329,22,Female,XXXX XXXX 1329,9977921639,House 329,Rangareddy,2,No,Released
CR0330,Person330,56,Female,XXXX XXXX 1330,9738475712,House 330,Hyderabad,3,Yes,Released
CR0331,Person331,40,Male,XXXX XXXX 1331,9470192547,House 331,Rangareddy,5,No,Active
CR0332,Person332,23,Male,XXXX XXXX 1332,9611595519,House 332,Rangareddy,5,No,Active
CR0333,Person333,43,Male,XXXX XXXX 1333,9613010601,House 333,Warangal,2,Yes,Released
CR0334,Person334,40,Female,XXXX XXXX 1334,9915994449,House 334,Karimnagar,5,No,Active
CR0335,Person335,42,Female,XXXX XXXX 1335,9412431940,House 335,Warangal,4,No,Released
CR0336,Person336,30,Male,XXXX XXXX 1336,9896089370,House 336,Rangareddy,3,No,Active
CR0337,Person337,27,Male,XXXX XXXX 1337,9544209285,House 337,Rangareddy,4,Yes,Active
CR0338,Person338,31,Female,XXXX XXXX 1338,9656862829,House 338,Medchal-Malkajgiri,5,No,Active
CR0339,Person339,30,Male,XXXX XXXX 1339,9448019046,House 339,Warangal,5,Yes,Released
CR0340,Person340,21,Male,XXXX XXXX 1340,9252629102,House 340,Karimnagar,3,Yes,Active
CR0341,Person341,58,Female,XXXX XXXX 1341,9605742692,House 341,Warangal,4,No,Active
CR0342,Person342,43,Female,XXXX XXXX 1342,9951768782,House 342,Rangareddy,3,No,Released
CR0343,Person343,22,Male,XXXX XXXX 1343,9092672690,House 343,Warangal,1,Yes,Released
CR0344,Person344,43,Female,XXXX XXXX 1344,9920829476,House 344,Hyderabad,2,Yes,Active
CR0345,Person345,40,Female,XXXX XXXX 1345,9687535851,House 345,Hyderabad,4,Yes,Active
CR0346,Person346,25,Female,XXXX XXXX 1346,9595729695,House 346,Medchal-Malkajgiri,5,No,Active
CR0347,Person347,41,Female,XXXX XXXX 1347,9315940527,House 347,Medchal-Malkajgiri,3,Yes,Active
CR0348,Person348,43,Male,XXXX XXXX 1348,9317087260,House 348,Warangal,5,No,Active
CR0349,Person349,48,Male,XXXX XXXX 1349,9787525914,House 349,Medchal-Malkajgiri,5,No,Active
CR0350,Person350,58,Female,XXXX XXXX 1350,9807520950,House 350,Medchal-Malkajgiri,0,Yes,Active
CR0351,Person351,42,Male,XXXX XXXX 1351,9755879398,House 351,Karimnagar,0,Yes,Released
CR0352,Person352,28,Male,XXXX XXXX 1352,9213733531,House 352,Medchal-Malkajgiri,3,No,Released
CR0353,Person353,31,Female,XXXX XXXX 1353,9701159487,House 353,Karimnagar,0,No,Active
CR0354,Person354,35,Male,XXXX XXXX 1354,9739516649,House 354,Karimnagar,4,No,Released
CR0355,Person355,51,Female,XXXX XXXX 1355,9122572399,House 355,Medchal-Malkajgiri,5,Yes,Released
CR0356,Person356,51,Female,XXXX XXXX 1356,9540966414,House 356,Hyderabad,0,No,Released
CR0357,Person357,26,Female,XXXX XXXX 1357,9894124937,House 357,Hyderabad,4,No,Active
CR0358,Person358,44,Male,XXXX XXXX 1358,9136115407,House 358,Karimnagar,1,Yes,Released
CR0359,Person359,46,Female,XXXX XXXX 1359,9611205701,House 359,Hyderabad,4,No,Active
CR0360,Person360,39,Male,XXXX XXXX 1360,9166631267,House 360,Hyderabad,1,No,Released
CR0361,Person361,46,Female,XXXX XXXX 1361,9723009758,House 361,Medchal-Malkajgiri,5,No,Active
CR0362,Person362,46,Female,XXXX XXXX 1362,9949993889,House 362,Rangareddy,4,Yes,Active
CR0363,Person363,47,Female,XXXX XXXX 1363,9053443398,House 363,Hyderabad,5,Yes,Released
CR0364,Person364,36,Female,XXXX XXXX 1364,9327216197,House 364,Medchal-Malkajgiri,3,Yes,Active
CR0365,Person365,46,Female,XXXX XXXX 1365,9706400241,House 365,Karimnagar,4,No,Released
CR0366,Person366,21,Male,XXXX XXXX 1366,9093181595,House 366,Rangareddy,5,No,Active
CR0367,Person367,56,Male,XXXX XXXX 1367,9208281200,House 367,Rangareddy,3,Yes,Active
CR0368,Person368,39,Male,XXXX XXXX 1368,9822027343,House 368,Rangareddy,5,Yes,Released
CR0369,Person369,42,Female,XXXX XXXX 1369,9005242995,House 369,Warangal,4,No,Released
CR0370,Person370,25,Female,XXXX XXXX 1370,9714107313,House 370,Warangal,1,Yes,Released
CR0371,Person371,50,Male,XXXX XXXX 1371,9050936840,House 371,Medchal-Malkajgiri,2,Yes,Released
CR0372,Person372,38,Male,XXXX XXXX 1372,9345773004,House 372,Hyderabad,1,Yes,Active
CR0373,Person373,30,Female,XXXX XXXX 1373,9952585717,House 373,Medchal-Malkajgiri,2,Yes,Active
CR0374,Person374,34,Female,XXXX XXXX 1374,9597028922,House 374,Medchal-Malkajgiri,3,Yes,Released
CR0375,Person375,25,Female,XXXX XXXX 1375,9636794497,House 375,Rangareddy,4,Yes,Released
CR0376,Person376,47,Female,XXXX XXXX 1376,9792628694,House 376,Karimnagar,1,No,Released
CR0377,Person377,51,Female,XXXX XXXX 1377,9127296873,House 377,Rangareddy,4,Yes,Active
CR0378,Person378,21,Female,XXXX XXXX 1378,9220549007,House 378,Rangareddy,3,Yes,Released
CR0379,Person379,58,Male,XXXX XXXX 1379,9767075099,House 379,Warangal,2,No,Released
CR0380,Person380,24,Male,XXXX XXXX 1380,9955474605,House 380,Warangal,2,Yes,Active
CR0381,Person381,54,Male,XXXX XXXX 1381,9365039823,House 381,Hyderabad,4,Yes,Released
CR0382,Person382,44,Female,XXXX XXXX 1382,9589851434,House 382,Warangal,0,No,Released
CR0383,Person383,44,Female,XXXX XXXX 1383,9239723559,House 383,Hyderabad,3,Yes,Active
CR0384,Person384,23,Female,XXXX XXXX 1384,9240714183,House 384,Warangal,5,No,Released
CR0385,Person385,59,Female,XXXX XXXX 1385,9893710005,House 385,Hyderabad,4,Yes,Released
CR0386,Person386,21,Female,XXXX XXXX 1386,9239542851,House 386,Warangal,5,Yes,Released
CR0387,Person387,53,Male,XXXX XXXX 1387,9099099341,House 387,Warangal,2,No,Released
CR0388,Person388,56,Male,XXXX XXXX 1388,9568327867,House 388,Rangareddy,5,No,Released
CR0389,Person389,35,Female,XXXX XXXX 1389,9139204840,House 389,Hyderabad,0,Yes,Released
CR0390,Person390,43,Male,XXXX XXXX 1390,9929957595,House 390,Hyderabad,2,Yes,Active
CR0391,Person391,22,Female,XXXX XXXX 1391,9765238496,House 391,Rangareddy,1,Yes,Released
CR0392,Person392,20,Male,XXXX XXXX 1392,9366919157,House 392,Karimnagar,1,Yes,Released
CR0393,Person393,52,Male,XXXX XXXX 1393,9184750168,House 393,Rangareddy,2,Yes,Released
CR0394,Person394,48,Female,XXXX XXXX 1394,9250231023,House 394,Rangareddy,1,Yes,Released
CR0395,Person395,34,Female,XXXX XXXX 1395,9122148316,House 395,Hyderabad,3,No,Active
CR0396,Person396,48,Female,XXXX XXXX 1396,9856702425,House 396,Karimnagar,3,Yes,Released
CR0397,Person397,59,Female,XXXX XXXX 1397,9523151233,House 397,Rangareddy,0,Yes,Released
CR0398,Person398,22,Male,XXXX XXXX 1398,9543363064,House 398,Medchal-Malkajgiri,5,Yes,Active
CR0399,Person399,38,Female,XXXX XXXX 1399,9036461313,House 399,Hyderabad,2,Yes,Active
CR0400,Person400,52,Female,XXXX XXXX 1400,9620409760,House 400,Hyderabad,1,No,Released
CR0401,Person401,56,Female,XXXX XXXX 1401,9047396458,House 401,Rangareddy,3,No,Active
CR0402,Person402,33,Male,XXXX XXXX 1402,9563790686,House 402,Karimnagar,3,Yes,Released
CR0403,Person403,42,Female,XXXX XXXX 1403,9057757705,House 403,Rangareddy,1,Yes,Released
CR0404,Person404,30,Male,XXXX XXXX 1404,9171036370,House 404,Medchal-Malkajgiri,0,No,Released
CR0405,Person405,23,Female,XXXX XXXX 1405,9158976177,House 405,Karimnagar,0,No,Released
CR0406,Person406,48,Female,XXXX XXXX 1406,9345218504,House 406,Medchal-Malkajgiri,0,Yes,Active
CR0407,Person407,21,Female,XXXX XXXX 1407,9486985885,House 407,Warangal,4,Yes,Released
CR0408,Person408,26,Male,XXXX XXXX 1408,9136568787,House 408,Rangareddy,3,No,Released
CR0409,Person409,37,Male,XXXX XXXX 1409,9693057114,House 409,Karimnagar,3,No,Released
CR0410,Person410,29,Female,XXXX XXXX 1410,9852194446,House 410,Warangal,1,Yes,Released
CR0411,Person411,49,Male,XXXX XXXX 1411,9066966133,House 411,Medchal-Malkajgiri,4,Yes,Released
CR0412,Person412,29,Female,XXXX XXXX 1412,9529071673,House 412,Medchal-Malkajgiri,5,No,Released
CR0413,Person413,44,Female,XXXX XXXX 1413,9198722061,House 413,Medchal-Malkajgiri,3,Yes,Released
CR0414,Person414,59,Male,XXXX XXXX 1414,9184039798,House 414,Karimnagar,2,No,Active
CR0415,Person415,59,Female,XXXX XXXX 1415,9150255324,House 415,Medchal-Malkajgiri,3,Yes,Released
CR0416,Person416,46,Male,XXXX XXXX 1416,9344566295,House 416,Medchal-Malkajgiri,4,Yes,Released
CR0417,Person417,36,Male,XXXX XXXX 1417,9190900110,House 417,Rangareddy,0,No,Released
CR0418,Person418,26,Male,XXXX XXXX 1418,9557951859,House 418,Medchal-Malkajgiri,4,Yes,Active
CR0419,Person419,35,Female,XXXX XXXX 1419,9249625415,House 419,Medchal-Malkajgiri,5,Yes,Released
CR0420,Person420,49,Female,XXXX XXXX 1420,9282271415,House 420,Karimnagar,5,Yes,Released
CR0421,Person421,53,Male,XXXX XXXX 1421,9330754948,House 421,Karimnagar,0,Yes,Released
CR0422,Person422,50,Female,XXXX XXXX 1422,9062987894,House 422,Hyderabad,2,Yes,Active
CR0423,Person423,23,Male,XXXX XXXX 1423,9974633483,House 423,Medchal-Malkajgiri,2,Yes,Active
CR0424,Person424,47,Female,XXXX XXXX 1424,9956199898,House 424,Hyderabad,3,No,Active
CR0425,Person425,52,Male,XXXX XXXX 1425,9528174150,House 425,Rangareddy,0,Yes,Active
CR0426,Person426,35,Female,XXXX XXXX 1426,9392399466,House 426,Hyderabad,3,No,Active
CR0427,Person427,34,Male,XXXX XXXX 1427,9679403520,House 427,Warangal,3,No,Released
CR0428,Person428,46,Male,XXXX XXXX 1428,9273946066,House 428,Hyderabad,2,Yes,Released
CR0429,Person429,28,Male,XXXX XXXX 1429,9213240168,House 429,Hyderabad,1,No,Active
CR0430,Person430,47,Male,XXXX XXXX 1430,9822639316,House 430,Hyderabad,1,No,Released
CR0431,Person431,58,Female,XXXX XXXX 1431,9109973455,House 431,Hyderabad,0,Yes,Active
CR0432,Person432,44,Male,XXXX XXXX 1432,9818604340,House 432,Hyderabad,3,No,Released
CR0433,Person433,28,Male,XXXX XXXX 1433,9822407430,House 433,Hyderabad,5,No,Active
CR0434,Person434,23,Female,XXXX XXXX 1434,9820370549,House 434,Rangareddy,4,Yes,Released
CR0435,Person435,43,Male,XXXX XXXX 1435,9957303206,House 435,Hyderabad,0,No,Active
CR0436,Person436,32,Female,XXXX XXXX 1436,9302821156,House 436,Warangal,4,No,Released
CR0437,Person437,47,Male,XXXX XXXX 1437,9305117038,House 437,Rangareddy,0,Yes,Active
CR0438,Person438,21,Female,XXXX XXXX 1438,9735406630,House 438,Rangareddy,5,No,Released
CR0439,Person439,50,Female,XXXX XXXX 1439,9268542404,House 439,Karimnagar,3,Yes,Active
CR0440,Person440,35,Male,XXXX XXXX 1440,9326625242,House 440,Karimnagar,5,No,Active
CR0441,Person441,28,Female,XXXX XXXX 1441,9438865546,House 441,Hyderabad,1,No,Active
CR0442,Person442,25,Female,XXXX XXXX 1442,9548646207,House 442,Rangareddy,2,No,Active
CR0443,Person443,30,Male,XXXX XXXX 1443,9194931669,House 443,Warangal,3,Yes,Active
CR0444,Person444,48,Male,XXXX XXXX 1444,9348185562,House 444,Medchal-Malkajgiri,0,Yes,Active
CR0445,Person445,34,Male,XXXX XXXX 1445,9202533048,House 445,Hyderabad,5,Yes,Released
CR0446,Person446,25,Female,XXXX XXXX 1446,9333287053,House 446,Rangareddy,0,No,Released
CR0447,Person447,47,Male,XXXX XXXX 1447,9713205065,House 447,Hyderabad,2,Yes,Released
CR0448,Person448,21,Female,XXXX XXXX 1448,9075995150,House 448,Warangal,5,No,Released
CR0449,Person449,58,Male,XXXX XXXX 1449,9723377773,House 449,Warangal,4,No,Released
CR0450,Person450,43,Female,XXXX XXXX 1450,9915316102,House 450,Hyderabad,2,No,Released
CR0451,Person451,44,Female,XXXX XXXX 1451,9677423023,House 451,Warangal,2,No,Active
CR0452,Person452,37,Male,XXXX XXXX 1452,9375622038,House 452,Karimnagar,1,No,Released
CR0453,Person453,57,Female,XXXX XXXX 1453,9084528376,House 453,Hyderabad,3,No,Released
CR0454,Person454,42,Female,XXXX XXXX 1454,9533837986,House 454,Medchal-Malkajgiri,5,Yes,Active
CR0455,Person455,20,Male,XXXX XXXX 1455,9582692074,House 455,Warangal,2,Yes,Released
CR0456,Person456,44,Male,XXXX XXXX 1456,9921369328,House 456,Hyderabad,2,Yes,Released
CR0457,Person457,49,Male,XXXX XXXX 1457,9289350372,House 457,Medchal-Malkajgiri,1,No,Released
CR0458,Person458,40,Male,XXXX XXXX 1458,9243278204,House 458,Rangareddy,4,No,Active
CR0459,Person459,36,Male,XXXX XXXX 1459,9673291129,House 459,Karimnagar,3,No,Released
CR0460,Person460,58,Female,XXXX XXXX 1460,9312654805,House 460,Warangal,4,No,Released
CR0461,Person461,35,Male,XXXX XXXX 1461,9081617666,House 461,Warangal,4,Yes,Active
CR0462,Person462,48,Male,XXXX XXXX 1462,9055761248,House 462,Rangareddy,4,No,Active
CR0463,Person463,55,Male,XXXX XXXX 1463,9096908775,House 463,Rangareddy,1,No,Released
CR0464,Person464,21,Female,XXXX XXXX 1464,9123534996,House 464,Medchal-Malkajgiri,3,No,Active
CR0465,Person465,27,Female,XXXX XXXX 1465,9302972720,House 465,Warangal,3,No,Active
CR0466,Person466,47,Male,XXXX XXXX 1466,9411172706,House 466,Karimnagar,2,No,Released
CR0467,Person467,56,Female,XXXX XXXX 1467,9998943918,House 467,Karimnagar,1,No,Active
CR0468,Person468,21,Male,XXXX XXXX 1468,9118097381,House 468,Rangareddy,1,No,Released
CR0469,Person469,48,Female,XXXX XXXX 1469,9769100229,House 469,Warangal,1,Yes,Released
CR0470,Person470,39,Male,XXXX XXXX 1470,9765514984,House 470,Warangal,2,Yes,Active
CR0471,Person471,27,Female,XXXX XXXX 1471,9531775447,House 471,Warangal,5,Yes,Active
CR0472,Person472,28,Female,XXXX XXXX 1472,9884278433,House 472,Rangareddy,0,Yes,Released
CR0473,Person473,45,Male,XXXX XXXX 1473,9008494751,House 473,Warangal,1,No,Active
CR0474,Person474,41,Female,XXXX XXXX 1474,9275079908,House 474,Hyderabad,0,Yes,Released
CR0475,Person475,47,Female,XXXX XXXX 1475,9678866733,House 475,Hyderabad,4,Yes,Released
CR0476,Person476,50,Male,XXXX XXXX 1476,9110135397,House 476,Rangareddy,1,Yes,Active
CR0477,Person477,48,Male,XXXX XXXX 1477,9479606944,House 477,Warangal,4,Yes,Released
CR0478,Person478,24,Female,XXXX XXXX 1478,9804746273,House 478,Rangareddy,1,Yes,Released
CR0479,Person479,35,Female,XXXX XXXX 1479,9972208056,House 479,Hyderabad,4,No,Released
CR0480,Person480,58,Female,XXXX XXXX 1480,9061173286,House 480,Hyderabad,0,Yes,Released
CR0481,Person481,30,Female,XXXX XXXX 1481,9239314570,House 481,Medchal-Malkajgiri,0,No,Released
CR0482,Person482,59,Male,XXXX XXXX 1482,9777687476,House 482,Warangal,0,No,Released
CR0483,Person483,37,Male,XXXX XXXX 1483,9422311291,House 483,Warangal,1,No,Active
CR0484,Person484,54,Male,XXXX XXXX 1484,9042667578,House 484,Karimnagar,0,Yes,Released
CR0485,Person485,24,Male,XXXX XXXX 1485,9519499665,House 485,Medchal-Malkajgiri,4,Yes,Released
CR0486,Person486,42,Male,XXXX XXXX 1486,9215382567,House 486,Hyderabad,0,Yes,Active
CR0487,Person487,46,Female,XXXX XXXX 1487,9590955888,House 487,Rangareddy,4,Yes,Active
CR0488,Person488,22,Male,XXXX XXXX 1488,9254503674,House 488,Warangal,2,No,Released
CR0489,Person489,44,Female,XXXX XXXX 1489,9636751298,House 489,Medchal-Malkajgiri,1,No,Active
CR0490,Person490,27,Female,XXXX XXXX 1490,9602350932,House 490,Medchal-Malkajgiri,3,No,Released
CR0491,Person491,23,Female,XXXX XXXX 1491,9053339856,House 491,Rangareddy,1,No,Active
CR0492,Person492,21,Female,XXXX XXXX 1492,9940529275,House 492,Rangareddy,0,Yes,Released
CR0493,Person493,21,Female,XXXX XXXX 1493,9302322322,House 493,Hyderabad,2,Yes,Active
CR0494,Person494,37,Male,XXXX XXXX 1494,9747239058,House 494,Warangal,2,Yes,Released
CR0495,Person495,41,Male,XXXX XXXX 1495,9344887752,House 495,Hyderabad,2,Yes,Active
CR0496,Person496,56,Female,XXXX XXXX 1496,9841432514,House 496,Rangareddy,3,Yes,Active
CR0497,Person497,52,Female,XXXX XXXX 1497,9918070934,House 497,Rangareddy,2,No,Released
CR0498,Person498,33,Female,XXXX XXXX 1498,9056569172,House 498,Warangal,5,No,Released
CR0499,Person499,43,Female,XXXX XXXX 1499,9864712126,House 499,Warangal,4,Yes,Released
CR0500,Person500,51,Female,XXXX XXXX 1500,9750005006,House 500,Warangal,5,No,Released
