Complaint ID,Citizen Name,Phone,Aadhaar,Complaint,AI Classification,Priority,Department,Date,Status
C0236,Citizen236,9174213778,XXXX XXXX 5731,Neighbor attacked me,Assault,Medium,Local Police,2026-06-26,Open
C0237,Citizen237,9256492410,XXXX XXXX 2862,Neighbor attacked me,Assault,Medium,Local Police,2026-02-19,Open
C0238,Citizen238,9866384664,XXXX XXXX 9743,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-23,Open
C0239,Citizen239,9285528166,XXXX XXXX 7535,Bank account hacked,Cyber Crime,High,Local Police,2026-04-10,Open
C0240,Citizen240,9474677324,XXXX XXXX 8989,Neighbor attacked me,Assault,Medium,Local Police,2026-07-13,Open
C0241,Citizen241,9973536475,XXXX XXXX 1631,Bank account hacked,Cyber Crime,High,Local Police,2026-07-20,Open
C0242,Citizen242,9699961397,XXXX XXXX 3168,Neighbor attacked me,Assault,Medium,Local Police,2026-07-11,Open
C0243,Citizen243,9382648715,XXXX XXXX 5351,Neighbor attacked me,Assault,Medium,Local Police,2026-05-22,Open
C0244,Citizen244,9601183100,XXXX XXXX 5108,Neighbor attacked me,Assault,Medium,Local Police,2026-07-04,Open
C0245,Citizen245,9238800909,XXXX XXXX 8065,Bank account hacked,Cyber Crime,High,Local Police,2026-07-04,Open
C0246,Citizen246,9261471336,XXXX XXXX 7109,Bank account hacked,Cyber Crime,High,Local Police,2026-03-21,Open
C0247,Citizen247,9700959993,XXXX XXXX 9583,Bank account hacked,Cyber Crime,High,Local Police,2026-06-28,Open
C0248,Citizen248,9560882812,XXXX XXXX 9134,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-11,Open
C0249,Citizen249,9511597500,XXXX XXXX 8529,Neighbor attacked me,Assault,Medium,Local Police,2026-07-12,Open
C0250,Citizen250,9938553951,XXXX XXXX 2486,Bank account hacked,Cyber Crime,High,Local Police,2026-05-09,Open
C0251,Citizen251,9261915273,XXXX XXXX 8237,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-23,Open
C0252,Citizen252,9471978372,XXXX XXXX 3933,Online scam,Fraud,High,Local Police,2026-04-15,Open
C0253,Citizen253,9520776619,XXXX XXXX 1722,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-28,Open
C0254,Citizen254,9260705288,XXXX XXXX 3124,Online scam,Fraud,High,Local Police,2026-07-28,Open
C0255,Citizen255,9945203604,XXXX XXXX 4886,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-07,Open
C0256,Citizen256,9330552984,XXXX XXXX 8462,Bank account hacked,Cyber Crime,High,Local Police,2026-07-12,Open
C0257,Citizen257,9544826245,XXXX XXXX 3615,Someone stole my bike,Theft,Medium,Local Police,2026-05-19,Open
C0258,Citizen258,9978336559,XXXX XXXX 7703,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-09,Open
C0259,Citizen259,9093197625,XXXX XXXX 6582,Bank account hacked,Cyber Crime,High,Local Police,2026-01-12,Open
C0260,Citizen260,9678056806,XXXX XXXX 4122,Online scam,Fraud,High,Local Police,2026-03-23,Open
C0261,Citizen261,9956347955,XXXX XXXX 1710,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-18,Open
C0262,Citizen262,9853889863,XXXX XXXX 9765,Bank account hacked,Cyber Crime,High,Local Police,2026-03-24,Open
C0263,Citizen263,9924633571,XXXX XXXX 4712,Bank account hacked,Cyber Crime,High,Local Police,2026-03-17,Open
C0264,Citizen264,9313298183,XXXX XXXX 2443,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-07,Open
C0265,Citizen265,9539508348,XXXX XXXX 4869,Bank account hacked,Cyber Crime,High,Local Police,2026-05-07,Open
C0266,Citizen266,9717336670,XXXX XXXX 4683,Someone stole my bike,Theft,Medium,Local Police,2026-03-22,Open
C0267,Citizen267,9939190470,XXXX XXXX 7382,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-02,Open
C0268,Citizen268,9669747518,XXXX XXXX 3697,Neighbor attacked me,Assault,Medium,Local Police,2026-07-15,Open
C0269,Citizen269,9812068347,XXXX XXXX 3662,Neighbor attacked me,Assault,Medium,Local Police,2026-06-06,Open
C0270,Citizen270,9023015355,XXXX XXXX 3473,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-18,Open
C0271,Citizen271,9403373440,XXXX XXXX 3058,Someone stole my bike,Theft,Medium,Local Police,2026-02-17,Open
C0272,Citizen272,9104171159,XXXX XXXX 8440,Someone stole my bike,Theft,Medium,Local Police,2026-04-13,Open
C0273,Citizen273,9062971038,XXXX XXXX 8354,Neighbor attacked me,Assault,Medium,Local Police,2026-07-18,Open
C0274,Citizen274,9494722683,XXXX XXXX 6192,Bank account hacked,Cyber Crime,High,Local Police,2026-06-13,Open
C0275,Citizen275,9121447596,XXXX XXXX 7826,Someone stole my bike,Theft,Medium,Local Police,2026-03-20,Open
C0276,Citizen276,9706388247,XXXX XXXX 6166,Neighbor attacked me,Assault,Medium,Local Police,2026-03-04,Open
C0277,Citizen277,9918042170,XXXX XXXX 7561,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-22,Open
C0278,Citizen278,9500477281,XXXX XXXX 8202,Neighbor attacked me,Assault,Medium,Local Police,2026-07-10,Open
C0279,Citizen279,9625869158,XXXX XXXX 6791,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-25,Open
C0280,Citizen280,9130290250,XXXX XXXX 4411,Online scam,Fraud,High,Local Police,2026-05-13,Open
C0281,Citizen281,9011837279,XXXX XXXX 2852,Someone stole my bike,Theft,Medium,Local Police,2026-07-28,Open
C0282,Citizen282,9005841381,XXXX XXXX 4134,Bank account hacked,Cyber Crime,High,Local Police,2026-03-28,Open
C0283,Citizen283,9916956970,XXXX XXXX 8762,Someone stole my bike,Theft,Medium,Local Police,2026-03-24,Open
C0284,Citizen284,9415820028,XXXX XXXX 3628,Online scam,Fraud,High,Local Police,2026-05-09,Open
C0285,Citizen285,9054908517,XXXX XXXX 8947,Someone stole my bike,Theft,Medium,Local Police,2026-04-04,Open
C0286,Citizen286,9979889287,XXXX XXXX 4241,Someone stole my bike,Theft,Medium,Local Police,2026-03-16,Open
C0287,Citizen287,9694315353,XXXX XXXX 4366,Bank account hacked,Cyber Crime,High,Local Police,2026-05-16,Open
C0288,Citizen288,9809241975,XXXX XXXX 3665,Online scam,Fraud,High,Local Police,2026-03-02,Open
C0289,Citizen289,9438851602,XXXX XXXX 4117,Someone stole my bike,Theft,Medium,Local Police,2026-07-28,Open
C0290,Citizen290,9246375407,XXXX XXXX 9002,Neighbor attacked me,Assault,Medium,Local Police,2026-03-10,Open
C0291,Citizen291,9476399928,XXXX XXXX 8424,Neighbor attacked me,Assault,Medium,Local Police,2026-06-04,Open
C0292,Citizen292,9617240239,XXXX XXXX 9868,Neighbor attacked me,Assault,Medium,Local Police,2026-05-17,Open
C0293,Citizen293,9421699557,XXXX XXXX 2531,Someone stole my bike,Theft,Medium,Local Police,2026-06-27,Open
C0294,Citizen294,9753086788,XXXX XXXX 3524,Someone stole my bike,Theft,Medium,Local Police,2026-07-05,Open
C0295,Citizen295,9245746506,XXXX XXXX 9499,Someone stole my bike,Theft,Medium,Local Police,2026-07-10,Open
C0296,Citizen296,9598768509,XXXX XXXX 6284,Online scam,Fraud,High,Local Police,2026-03-24,Open
C0297,Citizen297,9372850836,XXXX XXXX 8853,Someone stole my bike,Theft,Medium,Local Police,2026-07-27,Open
C0298,Citizen298,9531508407,XXXX XXXX 4469,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-10,Open
C0299,Citizen299,9948802329,XXXX XXXX 7965,Someone stole my bike,Theft,Medium,Local Police,2026-03-14,Open
C0300,Citizen300,9142744410,XXXX XXXX 1679,Bank account hacked,Cyber Crime,High,Local Police,2026-06-08,Open
C0301,Citizen301,9780786331,XXXX XXXX 4804,Someone stole my bike,Theft,Medium,Local Police,2026-05-11,Open
C0302,Citizen302,9776576987,XXXX XXXX 8089,Neighbor attacked me,Assault,Medium,Local Police,2026-07-02,Open
C0303,Citizen303,9980567588,XXXX XXXX 5903,Someone stole my bike,Theft,Medium,Local Police,2026-06-18,Open
C0304,Citizen304,9708549119,XXXX XXXX 9813,Online scam,Fraud,High,Local Police,2026-07-25,Open
C0305,Citizen305,9212899127,XXXX XXXX 5175,Bank account hacked,Cyber Crime,High,Local Police,2026-07-05,Open
C0306,Citizen306,9871601166,XXXX XXXX 7971,Neighbor attacked me,Assault,Medium,Local Police,2026-01-03,Open
C0307,Citizen307,9798398513,XXXX XXXX 6753,Bank account hacked,Cyber Crime,High,Local Police,2026-01-18,Open
C0308,Citizen308,9567918468,XXXX XXXX 5706,Someone stole my bike,Theft,Medium,Local Police,2026-07-10,Open
C0309,Citizen309,9984968641,XXXX XXXX 9980,Online scam,Fraud,High,Local Police,2026-02-11,Open
C0310,Citizen310,9500749225,XXXX XXXX 7251,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-25,Open
C0311,Citizen311,9247817955,XXXX XXXX 9744,Online scam,Fraud,High,Local Police,2026-06-22,Open
C0312,Citizen312,9534991977,XXXX XXXX 6691,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-09,Open
C0313,Citizen313,9415086005,XXXX XXXX 7223,Neighbor attacked me,Assault,Medium,Local Police,2026-03-13,Open
C0314,Citizen314,9455600281,XXXX XXXX 1360,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-16,Open
C0315,Citizen315,9645924722,XXXX XXXX 8712,Bank account hacked,Cyber Crime,High,Local Police,2026-06-08,Open
C0316,Citizen316,9415825665,XXXX XXXX 8536,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-23,Open
C0317,Citizen317,9576925225,XXXX XXXX 5687,Someone stole my bike,Theft,Medium,Local Police,2026-04-13,Open
C0318,Citizen318,9092820025,XXXX XXXX 9600,Bank account hacked,Cyber Crime,High,Local Police,2026-01-04,Open
C0319,Citizen319,9366269354,XXXX XXXX 1041,Online scam,Fraud,High,Local Police,2026-02-26,Open
C0320,Citizen320,9131997281,XXXX XXXX 6001,Someone stole my bike,Theft,Medium,Local Police,2026-03-12,Open
C0321,Citizen321,9867371137,XXXX XXXX 7925,Online scam,Fraud,High,Local Police,2026-04-13,Open
C0322,Citizen322,9604746914,XXXX XXXX 7213,Bank account hacked,Cyber Crime,High,Local Police,2026-03-26,Open
C0323,Citizen323,9868371710,XXXX XXXX 9816,Online scam,Fraud,High,Local Police,2026-06-14,Open
C0324,Citizen324,9830768141,XXXX XXXX 7861,Neighbor attacked me,Assault,Medium,Local Police,2026-02-12,Open
C0325,Citizen325,9008240564,XXXX XXXX 1619,Bank account hacked,Cyber Crime,High,Local Police,2026-07-15,Open
C0326,Citizen326,9087581561,XXXX XXXX 1996,Bank account hacked,Cyber Crime,High,Local Police,2026-06-08,Open
C0327,Citizen327,9758873786,XXXX XXXX 6795,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-22,Open
C0328,Citizen328,9906889942,XXXX XXXX 1065,Bank account hacked,Cyber Crime,High,Local Police,2026-07-10,Open
C0329,Citizen329,9453434235,XXXX XXXX 1152,Online scam,Fraud,High,Local Police,2026-02-13,Open
C0330,Citizen330,9978896927,XXXX XXXX 2035,Online scam,Fraud,High,Local Police,2026-03-03,Open
C0331,Citizen331,9272925699,XXXX XXXX 9250,Neighbor attacked me,Assault,Medium,Local Police,2026-01-09,Open
C0332,Citizen332,9694959260,XXXX XXXX 7675,Neighbor attacked me,Assault,Medium,Local Police,2026-07-05,Open
C0333,Citizen333,9075512916,XXXX XXXX 5375,Someone stole my bike,Theft,Medium,Local Police,2026-05-03,Open
C0334,Citizen334,9408385124,XXXX XXXX 2740,Neighbor attacked me,Assault,Medium,Local Police,2026-07-28,Open
C0335,Citizen335,9802302409,XXXX XXXX 2139,Bank account hacked,Cyber Crime,High,Local Police,2026-07-15,Open
C0336,Citizen336,9006116133,XXXX XXXX 7570,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-26,Open
C0337,Citizen337,9754265430,XXXX XXXX 7511,Neighbor attacked me,Assault,Medium,Local Police,2026-05-06,Open
C0338,Citizen338,9217686524,XXXX XXXX 1713,Online scam,Fraud,High,Local Police,2026-04-05,Open
C0339,Citizen339,9015856115,XXXX XXXX 3352,Bank account hacked,Cyber Crime,High,Local Police,2026-04-10,Open
C0340,Citizen340,9934625830,XXXX XXXX 9052,Neighbor attacked me,Assault,Medium,Local Police,2026-02-02,Open
C0341,Citizen341,9577097519,XXXX XXXX 8608,Someone stole my bike,Theft,Medium,Local Police,2026-03-05,Open
C0342,Citizen342,9403795226,XXXX XXXX 9817,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-13,Open
C0343,Citizen343,9194821375,XXXX XXXX 6364,Neighbor attacked me,Assault,Medium,Local Police,2026-03-02,Open
C0344,Citizen344,9866339320,XXXX XXXX 4263,Online scam,Fraud,High,Local Police,2026-01-11,Open
C0345,Citizen345,9000554640,XXXX XXXX 6185,Bank account hacked,Cyber Crime,High,Local Police,2026-06-09,Open
C0346,Citizen346,9881023185,XXXX XXXX 5391,Someone stole my bike,Theft,Medium,Local Police,2026-04-22,Open
C0347,Citizen347,9714746012,XXXX XXXX 6979,Online scam,Fraud,High,Local Police,2026-06-28,Open
C0348,Citizen348,9184648562,XXXX XXXX 7934,Someone stole my bike,Theft,Medium,Local Police,2026-07-21,Open
C0349,Citizen349,9483046338,XXXX XXXX 6435,Neighbor attacked me,Assault,Medium,Local Police,2026-02-24,Open
C0350,Citizen350,9743101570,XXXX XXXX 8576,Online scam,Fraud,High,Local Police,2026-05-02,Open
C0351,Citizen351,9997857738,XXXX XXXX 8961,Someone stole my bike,Theft,Medium,Local Police,2026-04-23,Open
C0352,Citizen352,9461389167,XXXX XXXX 7728,Bank account hacked,Cyber Crime,High,Local Police,2026-04-12,Open
C0353,Citizen353,9824798488,XXXX XXXX 2602,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-12,Open
C0354,Citizen354,9372601333,XXXX XXXX 4438,Bank account hacked,Cyber Crime,High,Local Police,2026-03-22,Open
C0355,Citizen355,9862304001,XXXX XXXX 5116,Someone stole my bike,Theft,Medium,Local Police,2026-07-15,Open
C0356,Citizen356,9449497410,XXXX XXXX 5021,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-07,Open
C0357,Citizen357,9594174571,XXXX XXXX 9258,Neighbor attacked me,Assault,Medium,Local Police,2026-02-12,Open
C0358,Citizen358,9838053747,XXXX XXXX 8543,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-25,Open
C0359,Citizen359,9399972190,XXXX XXXX 2552,Someone stole my bike,Theft,Medium,Local Police,2026-01-06,Open
C0360,Citizen360,9999967742,XXXX XXXX 9515,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-08,Open
C0361,Citizen361,9401349311,XXXX XXXX 9770,Someone stole my bike,Theft,Medium,Local Police,2026-03-26,Open
C0362,Citizen362,9359430677,XXXX XXXX 9899,Online scam,Fraud,High,Local Police,2026-06-27,Open
C0363,Citizen363,9796639962,XXXX XXXX 8688,Neighbor attacked me,Assault,Medium,Local Police,2026-04-26,Open
C0364,Citizen364,9477248126,XXXX XXXX 3445,Someone stole my bike,Theft,Medium,Local Police,2026-04-24,Open
C0365,Citizen365,9647049890,XXXX XXXX 8954,Someone stole my bike,Theft,Medium,Local Police,2026-07-21,Open
C0366,Citizen366,9226241842,XXXX XXXX 9374,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-16,Open
C0367,Citizen367,9169623106,XXXX XXXX 4447,Bank account hacked,Cyber Crime,High,Local Police,2026-06-02,Open
C0368,Citizen368,9977518470,XXXX XXXX 3058,Bank account hacked,Cyber Crime,High,Local Police,2026-01-20,Open
C0369,Citizen369,9031662274,XXXX XXXX 6660,Someone stole my bike,Theft,Medium,Local Police,2026-04-13,Open
C0370,Citizen370,9714444305,XXXX XXXX 5882,Bank account hacked,Cyber Crime,High,Local Police,2026-02-06,Open
C0371,Citizen371,9624914396,XXXX XXXX 5288,Someone stole my bike,Theft,Medium,Local Police,2026-02-27,Open
C0372,Citizen372,9854284724,XXXX XXXX 4904,Someone stole my bike,Theft,Medium,Local Police,2026-02-23,Open
C0373,Citizen373,9815391284,XXXX XXXX 9510,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-28,Open
C0374,Citizen374,9345649343,XXXX XXXX 2256,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-21,Open
C0375,Citizen375,9554171272,XXXX XXXX 4928,Online scam,Fraud,High,Local Police,2026-03-18,Open
C0376,Citizen376,9917172778,XXXX XXXX 3505,Neighbor attacked me,Assault,Medium,Local Police,2026-06-11,Open
C0377,Citizen377,9667866471,XXXX XXXX 7242,Bank account hacked,Cyber Crime,High,Local Police,2026-04-24,Open
C0378,Citizen378,9941378029,XXXX XXXX 6577,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-07,Open
C0379,Citizen379,9212116312,XXXX XXXX 6059,Bank account hacked,Cyber Crime,High,Local Police,2026-03-20,Open
C0380,Citizen380,9231310654,XXXX XXXX 5812,Someone stole my bike,Theft,Medium,Local Police,2026-06-14,Open
C0381,Citizen381,9671322147,XXXX XXXX 1826,Online scam,Fraud,High,Local Police,2026-02-10,Open
C0382,Citizen382,9372557062,XXXX XXXX 8130,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-18,Open
C0383,Citizen383,9502023363,XXXX XXXX 7950,Neighbor attacked me,Assault,Medium,Local Police,2026-03-10,Open
C0384,Citizen384,9922947175,XXXX XXXX 9853,Bank account hacked,Cyber Crime,High,Local Police,2026-01-06,Open
C0385,Citizen385,9917883140,XXXX XXXX 3214,Bank account hacked,Cyber Crime,High,Local Police,2026-05-17,Open
C0386,Citizen386,9270851036,XXXX XXXX 9363,Online scam,Fraud,High,Local Police,2026-07-11,Open
C0387,Citizen387,9773713396,XXXX XXXX 7330,Bank account hacked,Cyber Crime,High,Local Police,2026-01-01,Open
C0388,Citizen388,9298682281,XXXX XXXX 7928,Neighbor attacked me,Assault,Medium,Local Police,2026-03-07,Open
C0389,Citizen389,9670819358,XXXX XXXX 4189,Someone stole my bike,Theft,Medium,Local Police,2026-04-05,Open
C0390,Citizen390,9484195019,XXXX XXXX 7878,Online scam,Fraud,High,Local Police,2026-06-15,Open
C0391,Citizen391,9699174414,XXXX XXXX 2001,Bank account hacked,Cyber Crime,High,Local Police,2026-01-02,Open
C0392,Citizen392,9952141633,XXXX XXXX 8117,Neighbor attacked me,Assault,Medium,Local Police,2026-06-22,Open
C0393,Citizen393,9954704079,XXXX XXXX 9911,Online scam,Fraud,High,Local Police,2026-06-28,Open
C0394,Citizen394,9698773821,XXXX XXXX 9547,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-05,Open
C0395,Citizen395,9847062346,XXXX XXXX 7652,Online scam,Fraud,High,Local Police,2026-07-13,Open
C0396,Citizen396,9771159869,XXXX XXXX 4991,Online scam,Fraud,High,Local Police,2026-01-17,Open
C0397,Citizen397,9826980701,XXXX XXXX 7108,Bank account hacked,Cyber Crime,High,Local Police,2026-06-05,Open
C0398,Citizen398,9776699653,XXXX XXXX 3218,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-03,Open
C0399,Citizen399,9202665121,XXXX XXXX 4457,Neighbor attacked me,Assault,Medium,Local Police,2026-04-21,Open
C0400,Citizen400,9754484605,XXXX XXXX 2536,Someone stole my bike,Theft,Medium,Local Police,2026-04-16,Open
C0401,Citizen401,9783131619,XXXX XXXX 2325,Someone stole my bike,Theft,Medium,Local Police,2026-06-04,Open
C0402,Citizen402,9118434730,XXXX XXXX 2272,Neighbor attacked me,Assault,Medium,Local Police,2026-02-09,Open
C0403,Citizen403,9030975376,XXXX XXXX 7066,Neighbor attacked me,Assault,Medium,Local Police,2026-07-11,Open
C0404,Citizen404,9469079565,XXXX XXXX 5262,Bank account hacked,Cyber Crime,High,Local Police,2026-02-13,Open
C0405,Citizen405,9815871366,XXXX XXXX 1347,Online scam,Fraud,High,Local Police,2026-01-06,Open
C0406,Citizen406,9633991565,XXXX XXXX 1207,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-05,Open
C0407,Citizen407,9464723895,XXXX XXXX 5003,Online scam,Fraud,High,Local Police,2026-06-19,Open
C0408,Citizen408,9562531448,XXXX XXXX 8571,Neighbor attacked me,Assault,Medium,Local Police,2026-05-08,Open
C0409,Citizen409,9890103774,XXXX XXXX 8344,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-20,Open
C0410,Citizen410,9016739253,XXXX XXXX 2867,Online scam,Fraud,High,Local Police,2026-04-17,Open
C0411,Citizen411,9207996043,XXXX XXXX 8502,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-27,Open
C0412,Citizen412,9705339002,XXXX XXXX 6163,Online scam,Fraud,High,Local Police,2026-03-28,Open
C0413,Citizen413,9392122999,XXXX XXXX 4776,Online scam,Fraud,High,Local Police,2026-07-01,Open
C0414,Citizen414,9772559378,XXXX XXXX 8332,Bank account hacked,Cyber Crime,High,Local Police,2026-02-01,Open
C0415,Citizen415,9464486587,XXXX XXXX 8546,Bank account hacked,Cyber Crime,High,Local Police,2026-06-21,Open
C0416,Citizen416,9965838228,XXXX XXXX 5943,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-22,Open
C0417,Citizen417,9178128008,XXXX XXXX 5459,Bank account hacked,Cyber Crime,High,Local Police,2026-06-22,Open
C0418,Citizen418,9866124741,XXXX XXXX 5547,Bank account hacked,Cyber Crime,High,Local Police,2026-01-17,Open
C0419,Citizen419,9838042178,XXXX XXXX 5057,Bank account hacked,Cyber Crime,High,Local Police,2026-03-17,Open
C0420,Citizen420,9031493889,XXXX XXXX 2786,Someone stole my bike,Theft,Medium,Local Police,2026-03-25,Open
C0421,Citizen421,9930759878,XXXX XXXX 1009,Someone stole my bike,Theft,Medium,Local Police,2026-05-10,Open
C0422,Citizen422,9493139783,XXXX XXXX 7883,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-11,Open
C0423,Citizen423,9884450563,XXXX XXXX 1904,Online scam,Fraud,High,Local Police,2026-07-08,Open
C0424,Citizen424,9068518842,XXXX XXXX 8467,Online scam,Fraud,High,Local Police,2026-07-25,Open
C0425,Citizen425,9279518051,XXXX XXXX 2544,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-05,Open
C0426,Citizen426,9316215821,XXXX XXXX 1327,Bank account hacked,Cyber Crime,High,Local Police,2026-02-25,Open
C0427,Citizen427,9853827171,XXXX XXXX 7407,Bank account hacked,Cyber Crime,High,Local Police,2026-02-19,Open
C0428,Citizen428,9929203386,XXXX XXXX 9321,Online scam,Fraud,High,Local Police,2026-03-07,Open
C0429,Citizen429,9749151133,XXXX XXXX 7153,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-05,Open
C0430,Citizen430,9191235615,XXXX XXXX 2543,Online scam,Fraud,High,Local Police,2026-05-25,Open
C0431,Citizen431,9761223094,XXXX XXXX 9070,Someone stole my bike,Theft,Medium,Local Police,2026-06-13,Open
C0432,Citizen432,9011399978,XXXX XXXX 4845,Neighbor attacked me,Assault,Medium,Local Police,2026-06-10,Open
C0433,Citizen433,9937814317,XXXX XXXX 4439,Bank account hacked,Cyber Crime,High,Local Police,2026-01-24,Open
C0434,Citizen434,9715463981,XXXX XXXX 6101,Online scam,Fraud,High,Local Police,2026-07-04,Open
C0435,Citizen435,9538562453,XXXX XXXX 9335,Online scam,Fraud,High,Local Police,2026-01-25,Open
C0436,Citizen436,9403784619,XXXX XXXX 6777,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-08,Open
C0437,Citizen437,9720933490,XXXX XXXX 3757,Bank account hacked,Cyber Crime,High,Local Police,2026-05-09,Open
C0438,Citizen438,9400722823,XXXX XXXX 8311,Bank account hacked,Cyber Crime,High,Local Police,2026-03-03,Open
C0439,Citizen439,9557365065,XXXX XXXX 3906,Bank account hacked,Cyber Crime,High,Local Police,2026-02-24,Open
C0440,Citizen440,9789990996,XXXX XXXX 8254,Online scam,Fraud,High,Local Police,2026-02-19,Open
C0441,Citizen441,9762785830,XXXX XXXX 1700,Online scam,Fraud,High,Local Police,2026-07-19,Open
C0442,Citizen442,9477567354,XXXX XXXX 4370,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-25,Open
C0443,Citizen443,9885116565,XXXX XXXX 6813,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-27,Open
C0444,Citizen444,9382917437,XXXX XXXX 9684,Bank account hacked,Cyber Crime,High,Local Police,2026-03-21,Open
C0445,Citizen445,9523872798,XXXX XXXX 9760,Someone stole my bike,Theft,Medium,Local Police,2026-01-17,Open
C0446,Citizen446,9489525643,XXXX XXXX 2166,Neighbor attacked me,Assault,Medium,Local Police,2026-02-19,Open
C0447,Citizen447,9510566580,XXXX XXXX 7388,Bank account hacked,Cyber Crime,High,Local Police,2026-04-06,Open
C0448,Citizen448,9661820285,XXXX XXXX 7163,Neighbor attacked me,Assault,Medium,Local Police,2026-03-12,Open
C0449,Citizen449,9558058411,XXXX XXXX 5828,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-28,Open
C0450,Citizen450,9647546068,XXXX XXXX 4889,Bank account hacked,Cyber Crime,High,Local Police,2026-05-17,Open
C0451,Citizen451,9882048983,XXXX XXXX 5448,Bank account hacked,Cyber Crime,High,Local Police,2026-02-24,Open
C0452,Citizen452,9831259634,XXXX XXXX 7650,Neighbor attacked me,Assault,Medium,Local Police,2026-07-18,Open
C0453,Citizen453,9540916305,XXXX XXXX 1461,Neighbor attacked me,Assault,Medium,Local Police,2026-07-24,Open
C0454,Citizen454,9030081828,XXXX XXXX 7801,Online scam,Fraud,High,Local Police,2026-03-07,Open
C0455,Citizen455,9061063688,XXXX XXXX 2628,Online scam,Fraud,High,Local Police,2026-06-23,Open
C0456,Citizen456,9515738936,XXXX XXXX 8541,Online scam,Fraud,High,Local Police,2026-04-03,Open
C0457,Citizen457,9845380645,XXXX XXXX 3176,Someone stole my bike,Theft,Medium,Local Police,2026-04-18,Open
C0458,Citizen458,9581588335,XXXX XXXX 2369,Neighbor attacked me,Assault,Medium,Local Police,2026-05-09,Open
C0459,Citizen459,9232125859,XXXX XXXX 3427,Someone stole my bike,Theft,Medium,Local Police,2026-06-12,Open
C0460,Citizen460,9645995963,XXXX XXXX 8022,Online scam,Fraud,High,Local Police,2026-03-05,Open
C0461,Citizen461,9852708450,XXXX XXXX 7191,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-28,Open
C0462,Citizen462,9166029529,XXXX XXXX 3654,Online scam,Fraud,High,Local Police,2026-06-04,Open
C0463,Citizen463,9997087485,XXXX XXXX 3006,Neighbor attacked me,Assault,Medium,Local Police,2026-05-08,Open
C0464,Citizen464,9846194547,XXXX XXXX 6388,Someone stole my bike,Theft,Medium,Local Police,2026-05-27,Open
C0465,Citizen465,9589778650,XXXX XXXX 4143,Bank account hacked,Cyber Crime,High,Local Police,2026-04-08,Open
C0466,Citizen466,9589266496,XXXX XXXX 1223,Online scam,Fraud,High,Local Police,2026-06-20,Open
C0467,Citizen467,9020806829,XXXX XXXX 6535,Someone stole my bike,Theft,Medium,Local Police,2026-02-12,Open
C0468,Citizen468,9256239911,XXXX XXXX 1023,Neighbor attacked me,Assault,Medium,Local Police,2026-05-20,Open
C0469,Citizen469,9105800505,XXXX XXXX 4454,Online scam,Fraud,High,Local Police,2026-04-06,Open
C0470,Citizen470,9077880579,XXXX XXXX 8453,Someone stole my bike,Theft,Medium,Local Police,2026-05-12,Open
C0471,Citizen471,9806957531,XXXX XXXX 7546,Bank account hacked,Cyber Crime,High,Local Police,2026-04-08,Open
